id,name,level,element,map,drops,hp
1807,Masked Warrior,87,Fire,Land Under Cultivation: Hill,"Berserker Blade, Berserker Mask, Adventurer's Garb, Berserker Cestuses, Heavy Tough Chain, Broken Mask, Great Sword Fragment, Mithril, Masked Warrior",1380000
1808,Masked Warrior,77,Fire,Land Under Cultivation: Hill,"Berserker Blade, Berserker Mask, Adventurer's Garb, Berserker Cestuses, Heavy Tough Chain, Broken Mask, Great Sword Fragment, Mithril, Masked Warrior",522000
1809,Masked Warrior,57,Fire,Land Under Cultivation: Hill,"Berserker Blade, Berserker Mask, Adventurer's Garb, Berserker Cestuses, Broken Mask, Great Sword Fragment, Heavy Tough Chain, Mithril",27600
1810,Maton Sword,205,Wind,High Difficulty Boss Battle Event Venue,"Soldier Armor, Jumpsuit, Neo Maton Sword",Unknown
1811,Maton Sword,143,Wind,Buried Tower: Entrance,"Maton Saber, Soldier Armor, Maton Railgun, Broken Booster, Old Type Blade Material, Cracked Old Type Armor, Chrome, Slebinian Magic Torch, Maton Shield, Maton Sword",2000000
1812,Maton Sword,200,Wind,High Difficulty Boss Battle Event Venue,"Soldier Armor, Jumpsuit, Neo Maton Sword",Unknown
1813,Maton Sword,133,Wind,Buried Tower: Entrance,"Maton Saber, Maton Railgun, Cracked Old Type Armor, Chrome, Slebinian Magic Torch, Broken Booster, Old Type Blade Material, Maton Shield",200000
1814,Maton Sword,205,Wind,Event,"Jumpsuit, Soldier Armor, Neo Maton Sword",18000000
1815,Maton Sword,195,Wind,High Difficulty Boss Battle Event Venue,"Soldier Armor, Jumpsuit, Neo Maton Sword",Unknown
1816,Maton Sword,225,Wind,High Difficulty Boss Battle Event Venue,"Soldier Armor, Jumpsuit, Neo Maton Sword",Unknown
1817,Maton Sword,230,Wind,High Difficulty Boss Battle Event Venue,"Jumpsuit, Soldier Armor, Neo Maton Sword",Unknown
1818,Maton Sword,220,Wind,High Difficulty Boss Battle Event Venue,"Soldier Armor, Jumpsuit, Neo Maton Sword",Unknown
1819,Maton Sword,183,Wind,Buried Tower: Entrance,"Maton Saber, Soldier Armor, Maton Railgun, Broken Booster, Old Type Blade Material, Cracked Old Type Armor, Chrome, Slebinian Magic Torch, Maton Shield, Maton Sword",20000000
1820,Maton Sword,215,Wind,High Difficulty Boss Battle Event Venue,"Soldier Armor, Jumpsuit, Neo Maton Sword",Unknown
1821,Maton Sword,163,Wind,Buried Tower: Entrance,"Maton Saber, Soldier Armor, Maton Railgun, Broken Booster, Old Type Blade Material, Cracked Old Type Armor, Chrome, Slebinian Magic Torch, Maton Shield, Maton Sword",10000000
1822,Maton Sword,210,Wind,High Difficulty Boss Battle Event Venue,"Soldier Armor, Jumpsuit, Neo Maton Sword",Unknown
1823,Maton Sword,153,Wind,Buried Tower: Entrance,"Maton Saber, Soldier Armor, Maton Railgun, Broken Booster, Old Type Blade Material, Cracked Old Type Armor, Chrome, Slebinian Magic Torch, Maton Shield, Maton Sword",4000000
1824,Mauez,45,Water,New Moon Palace: Innermost,"Magic Bowgun, Mauez's Broken Rod, Magic Armor Fragment, Runestone, Vita Cores, Mauez's Pole",8600
1825,Mauez,55,Water,New Moon Palace: Innermost,"Magic Bowgun, Mauez's Broken Rod, Magic Armor Fragment, Runestone, Vita Cores, Mauez, Mauez's Pole",86000
1826,Mauez,95,Water,New Moon Palace: Innermost,"Magic Bowgun, Mauez's Broken Rod, Magic Armor Fragment, Runestone, Vita Cores, Mauez, Mauez's Pole",860000
1827,Mauez,75,Water,New Moon Palace: Innermost,"Magic Bowgun, Mauez's Broken Rod, Magic Armor Fragment, Runestone, Vita Cores, Mauez, Mauez's Pole",430000
1828,Mauez,65,Water,New Moon Palace: Innermost,"Magic Bowgun, Mauez's Broken Rod, Magic Armor Fragment, Runestone, Vita Cores, Mauez, Mauez's Pole",172000
1829,Mech Little Boar,99,Earth,Sykea Deep Valley,"Energy Bottle, Steel Horn, Coarse Beast Fur, Beast Fang Talisman",3500
1830,Mech Little Boar,97,Earth,Sykea Deep Valley,"Energy Bottle, Steel Horn, Coarse Beast Fur, Beast Fang Talisman",3300
1831,Meditating Potum,132,Light,Heresy Corridor,"Vaccine I, Torn Apron, Enlightened Wing, Enlightened Bangle",8465
1832,Meduso,311,Water,Aquastida Inner Ward,"Gelatinous Umbrella, Seashell Palm, Flourescent Tentacle, Meduso",Unknown
1833,Mega Alpoca,204,Neutral,Labilans Sector: Area 3,"Fur Collar, Smooth Fine Hair, Alpoca Fur, Mithril Ore, Mega Alpoca",Unknown
1834,Megadon,215,Earth,Boma Moja: Area 3,"Dragon Hardstone, Rugged Scute, Quake Sound, STR+7",46930
1835,Megadon,214,Earth,Boma Moja: Area 2,"Dragon Hardstone, Rugged Scute, Quake Sound, STR+7",46500
1836,Megiston,245,Fire,Anniversary Arena: 6th Venue,"Revita VII, Emotion Ticket F, Orichalcum Ore, Megiston the Champion IV",25000000
1837,Megiston,285,Fire,Anniversary Arena: 7th Venue,"Revita VIII, Emotion Ticket M, Gladiator's Helm, Orichalcum Ore, Megiston the Champion V",150000000
1838,Megiston,170,Fire,Anniversary Arena: 3rd Venue,"3rd Anniv Champion Holder, Revita VI, Gladiator Armor, Orichalcum Ore, Megiston The Champion",20000000
1839,Megiston,265,Fire,Anniversary Arena: 5th Venue,"Revita VII, Soleil the Heat Sword II, Gladiator Armor, Orichalcum Ore, Megiston the Champion III",200000000
1840,Megiston,275,Fire,Anniversary Arena: 7th Venue,"Revita VIII, Emotion Ticket M, Gladiator's Helm, Orichalcum Ore, Megiston the Champion V",60000000
1841,Megiston,160,Fire,Anniversary Arena: 3rd Venue,"3rd Anniv Champion Holder, Revita VI, Gladiator Armor, Orichalcum Ore, Megiston The Champion",10000000
1842,Megiston,245,Fire,Anniversary Arena: 5th Venue,"Revita VII, Soleil the Heat Sword II, Gladiator Armor, Orichalcum Ore, Megiston the Champion III",100000000
1843,Megiston,200,Fire,Anniversary Arena: 3rd Venue,"Revita VI, 4th Anniv Champion Holder, Gladiator Armor, Orichalcum Ore, Megiston The Champion",100000000
1844,Megiston,265,Fire,Anniversary Arena: 7th Venue,"Revita VIII, Emotion Ticket M, Gladiator's Helm, Orichalcum Ore, Megiston the Champion V",30000000
1845,Megiston,180,Fire,Anniversary Arena: 3rd Venue,"Revita VI, 4th Anniv Champion Holder, Gladiator Armor, Orichalcum Ore, Megiston The Champion",50000000
1846,Megiston,235,Fire,Anniversary Arena: 5th Venue,"Revita VII, Soleil the Heat Sword II, Gladiator Armor, Orichalcum Ore, Megiston the Champion III",40000000
1847,Megiston,285,Fire,Anniversary Arena: 6th Venue,"Revita VII, Emotion Ticket F, Orichalcum Ore, Megiston the Champion IV",250000000
1848,Megiston,170,Fire,Anniversary Arena: 3rd Venue,"Revita VI, 4th Anniv Champion Holder, Gladiator Armor, Orichalcum Ore, Megiston The Champion",20000000
1849,Megiston,225,Fire,Anniversary Arena: 5th Venue,"Revita VII, Soleil the Heat Sword II, Gladiator Armor, Orichalcum Ore, Megiston the Champion III",20000000
1850,Megiston,265,Fire,Anniversary Arena: 6th Venue,"Revita VII, Emotion Ticket F, Orichalcum Ore, Megiston the Champion IV",125000000
1851,Megiston,160,Fire,Anniversary Arena: 3rd Venue,"Revita VI, 4th Anniv Champion Holder, Gladiator Armor, Orichalcum Ore, Megiston The Champion",10000000
1852,Megiston,200,Fire,Anniversary Arena: 3rd Venue,"3rd Anniv Champion Holder, Revita VI, Gladiator Armor, Orichalcum Ore, Megiston The Champion",100000000
1853,Megiston,255,Fire,Anniversary Arena: 6th Venue,"Revita VII, Emotion Ticket F, Orichalcum Ore, Megiston the Champion IV",50000000
1854,Megiston,305,Fire,Anniversary Arena: 7th Venue,"Revita VIII, Emotion Ticket M, Gladiator's Helm, Orichalcum Ore, Megiston the Champion V",300000000
1855,Megiston,180,Fire,Anniversary Arena: 3rd Venue,"3rd Anniv Champion Holder, Revita VI, Gladiator Armor, Orichalcum Ore, Megiston The Champion",50000000
1856,Megiston (4th Anniv),220,Fire,Anniversary Arena: 4th Venue,"Revita VI, 4th Anniv Champion Holder II, Pestle, Orichalcum Ore, Megiston the Champion II",30000000
1857,Megiston (4th Anniv),210,Fire,Anniversary Arena: 4th Venue,"Revita VI, 4th Anniv Champion Holder II, Pestle, Orichalcum Ore, Megiston the Champion II",15000000
1858,Megiston (4th Anniv),250,Fire,Anniversary Arena: 4th Venue,"Revita VI, 4th Anniv Champion Holder II, Pestle, Orichalcum Ore, Megiston the Champion II",150000000
1859,Megiston (4th Anniv),230,Fire,Anniversary Arena: 4th Venue,"Revita VI, 4th Anniv Champion Holder II, Pestle, Orichalcum Ore, Megiston the Champion II",75000000
1860,Megiston (8th Anniv),325,Fire,Anniversary Arena: 8th Venue,"Revita VIII, Emotion Ticket V, Soleil The Heat Sword III, Orichalcum Ore, Megiston the Champion VI",370000000
1861,Megiston (8th Anniv),305,Fire,Anniversary Arena: 8th Venue,"Revita VIII, Emotion Ticket V, Soleil The Heat Sword III, Orichalcum Ore, Megiston the Champion VI",185000000
1862,Megiston (8th Anniv),295,Fire,Anniversary Arena: 8th Venue,"Revita VIII, Emotion Ticket V, Soleil The Heat Sword III, Orichalcum Ore, Megiston the Champion VI",74000000
1863,Megiston (8th Anniv),285,Fire,Anniversary Arena: 8th Venue,"Revita VIII, Emotion Ticket V, Soleil The Heat Sword III, Orichalcum Ore, Megiston the Champion VI",37000000
1864,Melancia,225,Earth,Phasma Forest: Area 2,"Flower Nectar (Bouquet), Grilled Eggplant, Salad Dressing, Melancia",Unknown
1865,Melkid,236,Water,Puerta Islands: Area 3,"Waistlet, Drifting Tattered Cloth, Small Island Grass, Baby Frog Oil",56455
1866,Melkid,235,Water,Puerta Islands: Area 2,"Waistlet, Drifting Tattered Cloth, Small Island Grass, Baby Frog Oil",55982
1867,Melkid,234,Water,Puerta Islands: Area 1,"Waistlet, Drifting Tattered Cloth, Small Island Grass, Baby Frog Oil",55512
1868,Melon Soda Potum,138,Water,Forgotten Cave,"Green Fizzwater, Potum Top Fin, Mud Water, Spada Lance",18000
1869,Memecoleous,90,Neutral,Dark Castle: Area 2,"Gothic Hat, Evil Beast Arrow, Evil Beast Fang, Evil Beast Mane, Hard Paw Pad",129000
1870,Memecoleous,100,Neutral,Dark Castle: Area 2,"Gothic Hat, Evil Beast Arrow, Hard Paw Pad, Evil Beast Mane, Evil Beast Fang, Memecoleous",1290000
1871,Memecoleous,140,Neutral,Dark Castle: Area 2,"Gothic Hat, Evil Beast Arrow, Evil Beast Fang, Hard Paw Pad, Evil Beast Mane, Memecoleous",12900000
1872,Memecoleous,120,Neutral,Dark Castle: Area 2,"Gothic Hat, Evil Beast Arrow, Hard Paw Pad, Evil Beast Mane, Evil Beast Fang, Memecoleous",6450000
1873,Memecoleous,110,Neutral,Dark Castle: Area 2,"Gothic Hat, Evil Beast Arrow, Evil Beast Fang, Hard Paw Pad, Evil Beast Mane, Memecoleous",2580000
1874,Menti,293,Neutral,Umidus Valley: Area 3,"Anguish Sword, Anguish Knuckles, Distorted Purple Branch, Relaxia Leaf, Corroded Tree Bark, Inlaid Purple Eye, Menti",18400000
1875,Menti,283,Earth,Umidus Valley: Area 3,"Anguish Sword, Anguish Knuckles, Distorted Purple Branch, Relaxia Leaf, Corroded Tree Bark, Inlaid Purple Eye, Menti",9200000
1876,Menti,273,Earth,Umidus Valley: Area 3,"Anguish Sword, Anguish Knuckles, Distorted Purple Branch, Relaxia Leaf, Corroded Tree Bark, Inlaid Purple Eye, Menti",920000
1877,Menti,323,Earth,Umidus Valley: Area 3,"Anguish Sword, Anguish Knuckles, Distorted Purple Branch, Relaxia Leaf, Corroded Tree Bark, Inlaid Purple Eye, Menti",92000000
1878,Menti,303,Earth,Umidus Valley: Area 3,"Anguish Sword, Anguish Knuckles, Distorted Purple Branch, Relaxia Leaf, Corroded Tree Bark, Inlaid Purple Eye, Menti",46000000
1879,Mercy (Banana),190,Water,Dunkel Valley,"Tapir Hood, Fortuita Vestibus, Super Sweet Syrup, Fluffy Marshmallow, Orichalcum Ore, Mercy",11000000
1880,Mercy (Choco Banana),220,Water,Dunkel Valley,"Rose Bun Wig, Tapir Hood, Cupid Bow II, Fluffy Marshmallow, Super Sweet Syrup, Orichalcum Ore, Sweet Spoon II, Mercy",24000000
1881,Mercy (Plain),130,Water,Dunkel Valley,"Tapir Hood, Fortuita Vestibus, Quality Flour, Piping Hot Syrup, Mithril Ore, Mercy",1000000
1882,Mercy (Strawberry),160,Water,Dunkel Valley,"Tapir Hood, Fortuita Vestibus, Piping Hot Syrup, Fluffy Marshmallow, Orichalcum Ore, Mercy",4000000
1883,Meslum,270,Light,Anniversary Arena: 7th Venue,-,36000000
1884,Meslum,250,Light,Anniversary Arena: 7th Venue,-,18000000
1885,Meslum,240,Light,Anniversary Arena: 7th Venue,-,7200000
1886,Meslum,230,Light,Anniversary Arena: 7th Venue,-,3600000
1887,Mesoside,245,Fire,Menabra Plains,"Tektite, Rough Rock, Meteoric Iron, Falling Star Talisman",0
1888,Mesoside,247,Fire,Menabra Plains,"Tektite, Rough Rock, Meteoric Iron, Falling Star Talisman",0
1889,Metal Stinger,82,Earth,Akaku Desert: Area 1,"Hard Scissor, Sand Pyroxene, Scorpion Tail, Metal Stinger",Unknown
1890,Metal Stinger,82,Earth,Akaku Desert: Area 2,"Hard Scissor, Sand Pyroxene, Scorpion Tail, Metal Stinger",Unknown
1891,Meteora,302,Fire,Menabra Plains,"Meteor Sword, Meteoric Iron, Abyssal Light, Tektite, Meteora",0
1892,Mewte,67,Earth,Gravel Terrace,"Nekomimi, Twisted Wood Stick, White Petal, Worn-out Hemp Cloth, Mezraq",Unknown
1893,Mewte,63,Earth,Gravel Terrace,"Nekomimi, Worn-out Hemp Cloth, White Petal, Twisted Wood Stick, Mezraq",Unknown
1894,Mewte,80,Fire,Hanami Event Venue (Chapter 3 Easy),"Flower Nectar, Revita V, Anti-Degradation, Damascus Ore, Mithril Ore",Unknown
1895,Mieli (Bitter),220,Wind,Rakau Plains,"Queen Bee Needle, Queen Bee-races, Mieli's Lovely Wing, Royal Jelly, Gold Flower, Queen Bee Wings, Orichalcum Ore, Mieli",3200000
1896,Mieli (Dark),250,Wind,Rakau Plains,"Queen Bee Needle, Mieli's Hat, Queen Bee-races, Mieli's Lovely Wing, Royal Jelly, Queen Bee Wings, Orichalcum Ore, Mieli",6530000
1897,Mieli (Milk),160,Wind,Rakau Plains,"Queen Bee Needle, Queen Bee-races, Mieli's Lovely Wing, Royal Jelly, Queen Bee Wings, Orichalcum Ore, Mieli",1500000
1898,Mieli (Sweet),190,Wind,Rakau Plains,"Queen Bee Needle, Queen Bee-races, Mieli's Lovely Wing, Royal Jelly, Yellow Petal, Queen Bee Wings, Orichalcum Ore, Mieli",2250000
1899,Mikrodia,192,Dark,Tower of Clamor: Area 3 (190-194),"Wreath Crown, Cold Branch, Superfluous Branch, Cold Crest",31260
1900,Mikrodia,232,Dark,Tower of Clamor: Area 3 (230-234),"Vermio Bow, Cold Branch, Cold Crest, Carved Wood Ornament",45480
1901,Mikrodia,191,Dark,Tower of Clamor: Area 2 (190-194),"Wreath Crown, Cold Branch, Superfluous Branch, Cold Crest",30940
1902,Mikrodia,231,Dark,Tower of Clamor: Area 2 (230-234),"Vermio Bow, Cold Branch, Cold Crest, Carved Wood Ornament",45090
1903,Mikrodia,190,Dark,Tower of Clamor: Area 1 (190-194),"Wreath Crown, Cold Branch, Superfluous Branch, Cold Crest",30620
1904,Mikrodia,230,Dark,Tower of Clamor: Area 1 (230-234),"Vermio Bow, Cold Branch, Cold Crest, Carved Wood Ornament",44700
1905,Mikrodia,192,Dark,Tower of Clamor: Area 3 (210-214),"Aeria Spada, Cold Crest, Cargo Woodchip, Cold Branch",38040
1906,Mikrodia,191,Dark,Tower of Clamor: Area 2 (210-214),"Aeria Spada, Cold Crest, Cargo Woodchip, Cold Branch",37680
1907,Mikrodia,190,Dark,Tower of Clamor: Area 1 (210-214),"Aeria Spada, Cold Crest, Cargo Woodchip, Cold Branch",37330
1908,Milk Potum,67,Neutral,Polde Ice Valley,"Hot Milk, Potum's White Hair, Mysterious Snowball, Snow Potum Doll",Unknown
1909,Mille,155,Wind,Eryldan Street: Area 2,"Explorer Canteen, Racket Tail, Fluffy Soft Fur, Cilantro",16000
1910,Mille,154,Wind,Eryldan Street: Area 1,"Explorer Canteen, Racket Tail, Fluffy Soft Fur, Cilantro",16000
1911,Mille,162,Unknown,Tomte Pavillion (150-170),"Reindeer Beanie, Cilantro, Racket Tail, Holy Stone",Unknown
1912,Mimesia (Easy),120,Dark,Sakura Castle Donjon: Top,"Sakura Princess Arrow, Adventurer's Garb, Adventurer's Garb, Sakura Princess Dagger, Sakura Petal, Dusky Sakura Branch, Mimesia",520000
1913,Mimesia (Hard),160,Dark,Sakura Castle Donjon: Top,"Sakura Princess Arrow, Adventurer's Garb, Adventurer's Garb, Sakura Princess Dagger, Sakura Petal, Dusky Sakura Branch, Mimesia",2500000
1914,Mimesia (Nightmare),180,Dark,Sakura Castle Donjon: Top,"Sakura Kodachi, Sakura Edge, Adventurer's Garb, Adventurer's Garb, Sakura Shooter, Sakura Matchlock, Sakura Gloves, Sakura Petal, Dusky Sakura Branch, Sakura Wings, Sakura Staff, Sakura Naginata, Sakura Katana, Mimesia",495000
1915,Mimesia (Normal),140,Dark,Sakura Castle Donjon: Top,"Sakura Princess Arrow, Adventurer's Garb, Adventurer's Garb, Sakura Princess Dagger, Sakura Petal, Dusky Sakura Branch, Mimesia",1100000
1916,Mine Digger,113,Earth,Ultimea Sewer: South,"Drill Bolt, Wide Lens, Cracked Iron Lid, Mining Drill",7000
1917,Mine Digger,130,Earth,Buried Tower: Inside,"Chakrums, Oily Cloth, Broken Propeller, Scattered Crystal",15000
1918,Mine Digger,128,Earth,Buried Tower: Collapsed Top,"Chakrums, Oily Cloth, Broken Propeller, Scattered Crystal",15000
1919,Mini Zega,100,Water,Event,-,Unknown
1920,Minimyu,164,Wind,Inanis Wilderness,"White Beak, Broken Black Feather, Rock Salt, AGI+6",10000
1921,Minimyu,140,Unknown,Tomte Pavillion (130-150),"Elfin Bow, Blue Fortune, Small Claw, Holy Stone, Crescent Blade",Unknown
1922,Minotaur,72,Wind,Ruined Temple: Forbidden hall,"Minotaur Knuckles, Minotaur Horn, Minotaur Hoof, Minotaur Skin, Damascus Ore, Minotaur Staff, Minotaur, Minotaur's Katana",180000
1923,Minotaur,52,Wind,Ruined Temple: Forbidden hall,"Minotaur Knuckles, Minotaur Horn, Minotaur Hoof, Minotaur Skin, Damascus Ore, Minotaur Staff, Minotaur, Minotaur's Katana",90000
1924,Minotaur,42,Wind,Ruined Temple: Forbidden hall,"Minotaur Knuckles, Minotaur Horn, Minotaur Hoof, Minotaur Skin, Damascus Ore, Minotaur Staff, Minotaur, Minotaur's Katana",36000
1925,Minotaur,22,Wind,Ruined Temple: Forbidden hall,"Minotaur Knuckles, Minotaur Horn, Minotaur Hoof, Minotaur Skin, Damascus Ore, Minotaur Staff, Minotaur's Katana",1800
1926,Minotaur,32,Wind,Ruined Temple: Forbidden hall,"Minotaur Knuckles, Minotaur Horn, Minotaur Hoof, Minotaur Skin, Damascus Ore, Minotaur Staff, Minotaur, Minotaur's Katana",18000
1927,Mintyliebe,230,Water,Anniversary Arena: 5th Venue,Silpom 5th Anniv Medal,19000000
1928,Mintyliebe,210,Water,Anniversary Arena: 5th Venue,Silpom 5th Anniv Medal,9500000
1929,Mintyliebe,200,Water,Anniversary Arena: 5th Venue,Silpom 5th Anniv Medal,3800000
1930,Mintyliebe,190,Water,Anniversary Arena: 5th Venue,Silpom 5th Anniv Medal,1900000
1931,Miracle Potum,100,Neutral,Event,-,Unknown
1932,Miracle Potum,42,Light,Ruined Temple: Area 2,"Hard Apple, Save Point, Adventurer's Garb, Potum Nail, Morning Star, Miracle Potum",29000
1933,Miragela,64,Light,Gravel Terrace,"Geometric Feather, White Petal, Shining Beak, Gemstone Heart, Mithril Ore",Unknown
1934,Miragela,65,Light,Gravel Terrace,"Gemstone Heart, Shining Beak, Geometric Feather, White Petal, Mithril Ore",Unknown
1935,Mist Roar,206,Light,Nebula Plain,"Mist Droplet, Mystical Wing, Shining Flower, CSPD+140",18000
1936,Mithurna Lynx,177,Light,Ruins of Mt. Mithurna: Stylobate,"White Eyepatch, Lucid White Spirit Stone, Lucid White Fur, Cat Claw, Mithurna Lynx",Unknown
1937,Mitta Tret,140,Water,Ruins of Mt. Mithurna: Open Air,"Prince-nez Classes, Cute Tail, Midnight Blue Fur, Shining Blue Tear",16000
1938,Mitta Tret,140,Water,Ruins of Mt. Mithurna: Long Stairs,"Prince-nez Classes, Cute Tail, Midnight Blue Fur, Shining Blue Tear",16000
1939,Mitta Tret,138,Water,Ruins of Mt. Mithurna: Stylobate,"Prince-nez Classes, Cute Tail, Midnight Blue Fur, Shining Blue Tear",16000
1940,Mitta Tret,50,Earth,Otsukimi Event Venue: Crater Zone,"Otsukimi Dango, Fleecy Fur, Cute Tail",2000
1941,Miwi,102,Neutral,Hanami Event Venue (Chapter 3 Normal),"Flower Nectar, Revita V, Damascus Ore, Orichalcum Ore, Mithril Ore",Unknown
1942,Miwi,101,Neutral,Hanami Event Venue (Chapter 3 Normal),"Flower Nectar, Revita V, Damascus Ore, Orichalcum Ore, Mithril Ore",Unknown
1943,Miwi,16,Water,Icule Lake,"Icule Water, Hood, Jagged Fang, Slimy Skin",325
1944,Miwi,15,Water,Icule Lake,"Icule Water, Hood, Jagged Fang, Slimy Skin",300
1945,Mobster Golem,148,Wind,Fabriska Sector,"Neckerchief, Broken Mainspring, Elf Ingot, Processed Iron Plate",11000
1946,Mochelo,83,Wind,Fiery Volcano: Area 3,"Sweet Apple, Mochelo Hat, Mochelo Fur, Mochelo Claw, Mochelo Pelt, Mochelo",600000
1947,Mochelo,63,Wind,Fiery Volcano: Area 3,"Sweet Apple, Mochelo Hat, Mochelo Fur, Mochelo Claw, Mochelo Pelt, Mochelo",300000
1948,Mochelo,53,Wind,Fiery Volcano: Area 3,"Sweet Apple, Mochelo Hat, Mochelo Fur, Mochelo Claw, Mochelo Pelt, Mochelo",120000
1949,Mochelo,33,Wind,Fiery Volcano: Area 3,"Sweet Apple, Mochelo Hat, Mochelo Fur, Mochelo Claw, Mochelo Pelt",6000
1950,Mochelo,43,Wind,Fiery Volcano: Area 3,"Sweet Apple, Mochelo Hat, Mochelo Fur, Mochelo Claw, Mochelo Pelt, Mochelo",60000
1951,Mochelo,130,Neutral,Hanami Event Venue (Chapter 3 Hard),"Flower Nectar, Revita V, Anti-Degradation, Mithril Ore, Orichalcum Ore",20000
1952,Moculus,161,Fire,Fractum Sector: Area 3,"Rozerum, Mysterious Waist Sash, Goggling Eyes, Old Metal Part",20000
1953,Moculus,161,Fire,Fractum Sector: Area 2,"Rozerum, Mysterious Waist Sash, Goggling Eyes, Old Metal Part",20000
1954,Moculus,160,Fire,Fractum Sector: Area 1,"Rozerum, Mysterious Waist Sash, Goggling Eyes, Old Metal Part",20000
1955,Mogkey,189,Wind,Eumano Glade,"Warm Tail, Cracked Acorn Hat, Huge Acorn, Laguna Shield",13000
1956,Mogkey,187,Wind,Eumano Glade,"Warm Tail, Cracked Acorn Hat, Huge Acorn, Laguna Shield",13000
1957,Molemet,117,Wind,Tolbas GrassLand,"Crushed Helmet, Light-Emitting Stone, Mole Whisker, Elfin Shield",7000
1958,Molemet,131,Earth,Turnus Mine: Area 2,"Crushed Helmet, Mole Whisker, Turnus Stone, Elfin Shield",15000
1959,Molemet,129,Earth,Turnus Mine: Area 1,"Crushed Helmet, Mole Whisker, Turnus Stone, Elfin Shield",15000
1960,Mom Fluck,191,Water,Forgotten Cave,"Fluck Sword, Fluck Bowgun, Mom Fluck Web, Vivid Crest, Mom Fluck Skin, Blue Rock Fragment, Fluck Egg, Mom Fluck",14500000
